Point	X	Y	Z
1832	583.757 m	83.355 m	4274.616 m
1833	585.398 m	83.182 m	4287.225 m
1834	587.029 m	83.007 m	4299.815 m
1835	588.65 m	82.833 m	4312.387 m
1836	590.261 m	82.657 m	4324.941 m
1837	591.862 m	82.481 m	4337.476 m
1838	593.452 m	82.303 m	4349.994 m
1839	595.032 m	82.126 m	4362.493 m
1840	596.602 m	81.947 m	4374.974 m
1841	598.161 m	81.768 m	4387.437 m
1842	599.71 m	81.588 m	4399.882 m
1843	601.248 m	81.408 m	4412.309 m
1844	602.774 m	81.227 m	4424.717 m
1845	604.29 m	81.045 m	4437.107 m
1846	605.795 m	80.863 m	4449.478 m
1847	607.288 m	80.68 m	4461.831 m
1848	608.77 m	80.496 m	4474.166 m
1849	610.241 m	80.311 m	4486.483 m
1850	611.7 m	80.126 m	4498.781 m
1851	613.148 m	79.941 m	4511.061 m
1852	614.583 m	79.754 m	4523.322 m
1853	616.007 m	79.567 m	4535.565 m
1854	617.419 m	79.38 m	4547.789 m
1855	618.819 m	79.192 m	4559.995 m
1856	620.206 m	79.003 m	4572.182 m
1857	621.581 m	78.813 m	4584.351 m
1858	622.944 m	78.623 m	4596.501 m
1859	624.294 m	78.432 m	4608.633 m
1860	625.631 m	78.241 m	4620.746 m
1861	626.956 m	78.049 m	4632.841 m
1862	628.268 m	77.856 m	4644.916 m
1863	629.567 m	77.663 m	4656.974 m
1864	630.852 m	77.469 m	4669.012 m
1865	632.125 m	77.275 m	4681.032 m
1866	633.418 m	77.075 m	4693.361 m
1867	634.746 m	76.866 m	4706.136 m
1868	636.058 m	76.657 m	4718.89 m
1869	637.354 m	76.447 m	4731.622 m
1870	638.635 m	76.236 m	4744.333 m
1871	639.9 m	76.025 m	4757.022 m
1872	641.149 m	75.813 m	4769.691 m
1873	642.382 m	75.6 m	4782.337 m
1874	643.599 m	75.387 m	4794.962 m
1875	644.799 m	75.173 m	4807.566 m
1876	645.983 m	74.959 m	4820.148 m
1877	647.15 m	74.744 m	4832.709 m
1878	648.301 m	74.528 m	4845.248 m
1879	649.435 m	74.312 m	4857.766 m
1880	650.552 m	74.095 m	4870.262 m
1881	651.651 m	73.877 m	4882.737 m
1882	652.734 m	73.659 m	4895.19 m
1883	653.799 m	73.44 m	4907.621 m
1884	654.846 m	73.221 m	4920.03 m
1885	655.876 m	73.001 m	4932.418 m
1886	656.888 m	72.78 m	4944.784 m
1887	657.882 m	72.559 m	4957.128 m
1888	658.858 m	72.337 m	4969.451 m
1889	659.816 m	72.114 m	4981.752 m
1890	660.755 m	71.891 m	4994.031 m
1891	661.676 m	71.668 m	5006.288 m
1892	662.578 m	71.444 m	5018.523 m
1893	663.462 m	71.219 m	5030.737 m
1894	664.327 m	70.994 m	5042.928 m
1895	665.173 m	70.768 m	5055.098 m
1896	665.999 m	70.541 m	5067.245 m
1897	666.807 m	70.314 m	5079.371 m
1898	667.595 m	70.087 m	5091.474 m
1899	668.363 m	69.859 m	5103.556 m
1900	669.112 m	69.63 m	5115.615 m
1901	669.841 m	69.401 m	5127.653 m
1902	670.555 m	69.17 m	5139.746 m
1903	671.293 m	68.923 m	5152.608 m
1904	672.008 m	68.675 m	5165.445 m
1905	672.699 m	68.427 m	5178.256 m
1906	673.367 m	68.178 m	5191.042 m
1907	674.011 m	67.929 m	5203.802 m
1908	674.631 m	67.679 m	5216.537 m
1909	675.227 m	67.429 m	5229.246 m
1910	675.799 m	67.178 m	5241.929 m
1911	676.347 m	66.926 m	5254.587 m
1912	676.87 m	66.674 m	5267.219 m
1913	677.368 m	66.421 m	5279.825 m
1914	677.842 m	66.167 m	5292.405 m
1915	678.29 m	65.914 m	5304.96 m
1916	678.713 m	65.659 m	5317.489 m
1917	679.111 m	65.404 m	5329.992 m
1918	679.483 m	65.149 m	5342.469 m
1919	679.829 m	64.893 m	5354.92 m
1920	680.15 m	64.636 m	5367.345 m
1921	680.445 m	64.379 m	5379.745 m
1922	680.713 m	64.121 m	5392.118 m
1923	680.955 m	63.863 m	5404.466 m
1924	681.17 m	63.604 m	5416.787 m
1925	681.359 m	63.345 m	5429.082 m
1926	681.521 m	63.086 m	5441.351 m
1927	681.656 m	62.826 m	5453.594 m
1928	681.764 m	62.565 m	5465.811 m
1929	681.844 m	62.304 m	5478.002 m
1930	681.897 m	62.042 m	5490.166 m
1931	681.922 m	61.78 m	5502.304 m
1932	681.92 m	61.518 m	5514.416 m
1933	681.889 m	61.255 m	5526.502 m
1934	681.83 m	60.991 m	5538.561 m
1935	681.743 m	60.727 m	5550.594 m
1936	681.625 m	60.459 m	5562.803 m
1937	681.468 m	60.174 m	5575.694 m
1938	681.278 m	59.888 m	5588.554 m
1939	681.054 m	59.602 m	5601.383 m
1940	680.796 m	59.316 m	5614.181 m
1941	680.504 m	59.029 m	5626.949 m
1942	680.178 m	58.741 m	5639.686 m
1943	679.818 m	58.453 m	5652.392 m
1944	679.422 m	58.165 m	5665.068 m
1945	678.992 m	57.876 m	5677.712 m
1946	678.527 m	57.587 m	5690.326 m
1947	678.027 m	57.297 m	5702.909 m
1948	677.492 m	57.007 m	5715.46 m
1949	676.92 m	56.716 m	5727.981 m
1950	676.313 m	56.425 m	5740.471 m
1951	675.67 m	56.133 m	5752.929 m
1952	674.99 m	55.841 m	5765.356 m
1953	674.274 m	55.549 m	5777.753 m
1954	673.522 m	55.256 m	5790.118 m
1955	672.732 m	54.963 m	5802.451 m
1956	671.905 m	54.67 m	5814.754 m
1957	671.041 m	54.376 m	5827.025 m
1958	670.14 m	54.081 m	5839.265 m
1959	669.201 m	53.786 m	5851.473 m
1960	668.224 m	53.491 m	5863.65 m
1961	667.209 m	53.196 m	5875.796 m
1962	666.155 m	52.9 m	5887.91 m
1963	665.063 m	52.604 m	5899.993 m
1964	663.933 m	52.307 m	5912.044 m
1965	662.763 m	52.011 m	5924.063 m
1966	661.554 m	51.713 m	5936.051 m
1967	660.306 m	51.416 m	5948.007 m
1968	658.946 m	51.101 m	5960.59 m
1969	657.517 m	50.781 m	5973.355 m
1970	656.042 m	50.461 m	5986.084 m
1971	654.521 m	50.14 m	5998.776 m
1972	652.952 m	49.819 m	6011.432 m
1973	651.338 m	49.497 m	6024.05 m
1974	649.676 m	49.175 m	6036.632 m
1975	647.966 m	48.853 m	6049.177 m
1976	646.209 m	48.531 m	6061.685 m
1977	644.404 m	48.208 m	6074.157 m
1978	642.551 m	47.885 m	6086.591 m
1979	640.65 m	47.561 m	6098.988 m
1980	638.7 m	47.238 m	6111.348 m
1981	636.701 m	46.914 m	6123.671 m
1982	634.653 m	46.589 m	6135.957 m
1983	632.556 m	46.265 m	6148.206 m
1984	630.409 m	45.94 m	6160.417 m
1985	628.212 m	45.615 m	6172.591 m
1986	625.966 m	45.29 m	6184.728 m
1987	623.668 m	44.965 m	6196.827 m
1988	621.32 m	44.639 m	6208.889 m
1989	618.921 m	44.313 m	6220.914 m
1990	616.471 m	43.987 m	6232.901 m
1991	613.97 m	43.661 m	6244.85 m
1992	611.417 m	43.334 m	6256.762 m
1993	608.812 m	43.008 m	6268.636 m
1994	606.155 m	42.681 m	6280.473 m
1995	603.445 m	42.354 m	6292.271 m
1996	600.683 m	42.027 m	6304.032 m
1997	597.793 m	41.691 m	6316.064 m
1998	594.749 m	41.343 m	6328.451 m
1999	591.644 m	40.996 m	6340.795 m
2000	588.479 m	40.649 m	6353.097 m
2001	585.254 m	40.301 m	6365.356 m
2002	581.967 m	39.953 m	6377.572 m
2003	578.62 m	39.605 m	6389.746 m
2004	575.21 m	39.257 m	6401.876 m
2005	571.739 m	38.909 m	6413.964 m
2006	568.206 m	38.561 m	6426.008 m
2007	564.61 m	38.213 m	6438.01 m
2008	560.951 m	37.865 m	6449.968 m
2009	557.229 m	37.516 m	6461.883 m
2010	553.444 m	37.168 m	6473.755 m
2011	549.595 m	36.819 m	6485.584 m
2012	545.682 m	36.471 m	6497.37 m
2013	541.705 m	36.122 m	6509.112 m
2014	537.663 m	35.774 m	6520.81 m
2015	533.556 m	35.425 m	6532.466 m
2016	529.384 m	35.076 m	6544.077 m
2017	525.146 m	34.728 m	6555.646 m
2018	520.843 m	34.379 m	6567.17 m
2019	516.474 m	34.031 m	6578.651 m
2020	512.038 m	33.682 m	6590.088 m
2021	507.535 m	33.334 m	6601.482 m
2022	502.965 m	32.986 m	6612.831 m
2023	498.328 m	32.637 m	6624.137 m
2024	493.624 m	32.289 m	6635.399 m
2025	488.732 m	31.932 m	6646.894 m
2026	483.736 m	31.573 m	6658.417 m
2027	478.667 m	31.214 m	6669.893 m
2028	473.526 m	30.856 m	6681.322 m
2029	468.31 m	30.497 m	6692.704 m
2030	463.021 m	30.138 m	6704.039 m
2031	457.657 m	29.78 m	6715.327 m
2032	452.219 m	29.422 m	6726.567 m
2033	446.706 m	29.064 m	6737.76 m
2034	441.117 m	28.706 m	6748.906 m
2035	435.453 m	28.348 m	6760.005 m
2036	429.713 m	27.991 m	6771.056 m
2037	423.897 m	27.633 m	6782.06 m
2038	418.004 m	27.276 m	6793.016 m
2039	412.035 m	26.919 m	6803.924 m
2040	405.988 m	26.563 m	6814.785 m
2041	399.863 m	26.207 m	6825.598 m
2042	393.661 m	25.85 m	6836.363 m
2043	387.381 m	25.495 m	6847.081 m
2044	381.021 m	25.139 m	6857.751 m
2045	374.583 m	24.784 m	6868.372 m
2046	368.066 m	24.429 m	6878.946 m
2047	361.469 m	24.074 m	6889.472 m
2048	354.793 m	23.72 m	6899.949 m
2049	348.036 m	23.366 m	6910.378 m
2050	341.198 m	23.012 m	6920.759 m
2051	334.28 m	22.659 m	6931.092 m
2052	327.363 m	22.31 m	6941.256 m
2053	320.368 m	21.961 m	6951.37 m
2054	313.293 m	21.613 m	6961.438 m
2055	306.138 m	21.266 m	6971.458 m
2056	298.902 m	20.918 m	6981.43 m
2057	291.586 m	20.571 m	6991.355 m
2058	284.188 m	20.225 m	7001.233 m
2059	276.708 m	19.879 m	7011.063 m
2060	269.147 m	19.533 m	7020.845 m
2061	261.503 m	19.188 m	7030.58 m
2062	253.778 m	18.843 m	7040.266 m
2063	245.969 m	18.499 m	7049.905 m
2064	238.077 m	18.155 m	7059.496 m
2065	230.102 m	17.811 m	7069.04 m
2066	222.043 m	17.468 m	7078.535 m
2067	213.9 m	17.126 m	7087.982 m
2068	205.672 m	16.784 m	7097.381 m
2069	197.36 m	16.443 m	7106.732 m
2070	188.963 m	16.102 m	7116.034 m
2071	180.48 m	15.761 m	7125.289 m
2072	171.912 m	15.421 m	7134.495 m
2073	163.258 m	15.082 m	7143.653 m
2074	154.517 m	14.743 m	7152.762 m
2075	145.69 m	14.405 m	7161.823 m
2076	136.776 m	14.067 m	7170.835 m
2077	127.774 m	13.73 m	7179.798 m
2078	118.685 m	13.394 m	7188.713 m
2079	109.981 m	13.075 m	7197.127 m
2080	101.277 m	12.76 m	7205.42 m
2081	92.494 m	12.446 m	7213.671 m
2082	83.634 m	12.132 m	7221.878 m
2083	74.694 m	11.818 m	7230.042 m
2084	65.676 m	11.505 m	7238.162 m
2085	56.578 m	11.193 m	7246.24 m
2086	47.401 m	10.881 m	7254.274 m
2087	38.144 m	10.57 m	7262.264 m
2088	28.806 m	10.259 m	7270.211 m
2089	19.389 m	9.949 m	7278.115 m
2090	9.89 m	9.64 m	7285.975 m
2091	0.311 m	9.331 m	7293.791 m
2092	-9.349 m	9.023 m	7301.564 m
2093	-19.091 m	8.716 m	7309.293 m
2094	-28.914 m	8.409 m	7316.978 m
2095	-38.82 m	8.103 m	7324.62 m
2096	-48.807 m	7.797 m	7332.217 m
2097	-58.877 m	7.493 m	7339.771 m
2098	-69.03 m	7.189 m	7347.281 m
2099	-79.266 m	6.885 m	7354.747 m
2100	-89.585 m	6.583 m	7362.168 m
2101	-99.988 m	6.281 m	7369.546 m
2102	-110.474 m	5.979 m	7376.88 m
2103	-121.045 m	5.679 m	7384.169 m
2104	-131.7 m	5.379 m	7391.414 m
2105	-142.439 m	5.08 m	7398.615 m
2106	-153.264 m	4.782 m	7405.772 m
2107	-164.171 m	4.484 m	7412.883 m
