Point	X	Y	Z
1833	586.104 m	24.599 m	4297.232 m
1834	587.719 m	24.625 m	4309.792 m
1835	589.323 m	24.651 m	4322.332 m
1836	590.918 m	24.677 m	4334.854 m
1837	592.502 m	24.703 m	4347.357 m
1838	594.077 m	24.729 m	4359.841 m
1839	595.641 m	24.754 m	4372.306 m
1840	597.195 m	24.78 m	4384.752 m
1841	598.738 m	24.806 m	4397.179 m
1842	600.271 m	24.831 m	4409.586 m
1843	601.793 m	24.857 m	4421.975 m
1844	603.305 m	24.882 m	4434.345 m
1845	604.805 m	24.907 m	4446.696 m
1846	606.295 m	24.932 m	4459.028 m
1847	607.773 m	24.957 m	4471.34 m
1848	609.24 m	24.982 m	4483.634 m
1849	610.696 m	25.007 m	4495.908 m
1850	612.14 m	25.032 m	4508.163 m
1851	613.573 m	25.057 m	4520.4 m
1852	614.995 m	25.081 m	4532.617 m
1853	616.404 m	25.106 m	4544.814 m
1854	617.802 m	25.13 m	4556.993 m
1855	619.188 m	25.154 m	4569.153 m
1856	620.561 m	25.178 m	4581.293 m
1857	621.923 m	25.202 m	4593.414 m
1858	623.272 m	25.226 m	4605.516 m
1859	624.609 m	25.25 m	4617.598 m
1860	625.933 m	25.273 m	4629.662 m
1861	627.245 m	25.296 m	4641.706 m
1862	628.544 m	25.32 m	4653.73 m
1863	629.83 m	25.343 m	4665.736 m
1864	631.104 m	25.366 m	4677.722 m
1865	632.364 m	25.388 m	4689.689 m
1866	633.663 m	25.412 m	4702.131 m
1867	634.981 m	25.436 m	4714.883 m
1868	636.284 m	25.459 m	4727.613 m
1869	637.571 m	25.483 m	4740.321 m
1870	638.843 m	25.506 m	4753.006 m
1871	640.1 m	25.529 m	4765.67 m
1872	641.34 m	25.552 m	4778.311 m
1873	642.565 m	25.575 m	4790.93 m
1874	643.773 m	25.597 m	4803.526 m
1875	644.966 m	25.619 m	4816.101 m
1876	646.142 m	25.641 m	4828.653 m
1877	647.301 m	25.663 m	4841.182 m
1878	648.444 m	25.684 m	4853.69 m
1879	649.57 m	25.706 m	4866.175 m
1880	650.68 m	25.727 m	4878.638 m
1881	651.772 m	25.747 m	4891.078 m
1882	652.847 m	25.768 m	4903.496 m
1883	653.905 m	25.788 m	4915.892 m
1884	654.946 m	25.808 m	4928.265 m
1885	655.969 m	25.827 m	4940.616 m
1886	656.975 m	25.847 m	4952.944 m
1887	657.962 m	25.866 m	4965.25 m
1888	658.932 m	25.884 m	4977.534 m
1889	659.884 m	25.903 m	4989.795 m
1890	660.818 m	25.921 m	5002.033 m
1891	661.733 m	25.939 m	5014.249 m
1892	662.63 m	25.956 m	5026.442 m
1893	663.508 m	25.973 m	5038.613 m
1894	664.368 m	25.99 m	5050.761 m
1895	665.209 m	26.006 m	5062.887 m
1896	666.031 m	26.023 m	5074.99 m
1897	666.833 m	26.038 m	5087.07 m
1898	667.617 m	26.054 m	5099.128 m
1899	668.381 m	26.069 m	5111.163 m
1900	669.126 m	26.084 m	5123.176 m
1901	669.851 m	26.098 m	5135.165 m
1902	670.562 m	26.112 m	5147.221 m
1903	671.298 m	26.127 m	5160.063 m
1904	672.011 m	26.141 m	5172.878 m
1905	672.701 m	26.155 m	5185.668 m
1906	673.367 m	26.169 m	5198.43 m
1907	674.01 m	26.182 m	5211.167 m
1908	674.629 m	26.194 m	5223.877 m
1909	675.223 m	26.206 m	5236.56 m
1910	675.794 m	26.218 m	5249.217 m
1911	676.341 m	26.229 m	5261.848 m
1912	676.863 m	26.239 m	5274.452 m
1913	677.36 m	26.25 m	5287.03 m
1914	677.833 m	26.259 m	5299.582 m
1915	678.281 m	26.268 m	5312.106 m
1916	678.703 m	26.277 m	5324.604 m
1917	679.101 m	26.285 m	5337.076 m
1918	679.473 m	26.293 m	5349.521 m
1919	679.819 m	26.3 m	5361.94 m
1920	680.14 m	26.306 m	5374.331 m
1921	680.435 m	26.313 m	5386.697 m
1922	680.703 m	26.318 m	5399.035 m
1923	680.946 m	26.323 m	5411.347 m
1924	681.162 m	26.327 m	5423.632 m
1925	681.352 m	26.331 m	5435.89 m
1926	681.514 m	26.335 m	5448.122 m
1927	681.65 m	26.337 m	5460.327 m
1928	681.759 m	26.34 m	5472.505 m
1929	681.841 m	26.341 m	5484.656 m
1930	681.895 m	26.342 m	5496.78 m
1931	681.922 m	26.343 m	5508.878 m
1932	681.921 m	26.342 m	5520.948 m
1933	681.892 m	26.342 m	5532.992 m
1934	681.835 m	26.34 m	5545.009 m
1935	681.75 m	26.338 m	5556.998 m
1936	681.635 m	26.336 m	5569.104 m
1937	681.48 m	26.332 m	5581.975 m
1938	681.292 m	26.328 m	5594.814 m
1939	681.071 m	26.323 m	5607.621 m
1940	680.815 m	26.317 m	5620.397 m
1941	680.526 m	26.311 m	5633.142 m
1942	680.202 m	26.303 m	5645.855 m
1943	679.844 m	26.295 m	5658.537 m
1944	679.452 m	26.286 m	5671.187 m
1945	679.024 m	26.277 m	5683.805 m
1946	678.562 m	26.266 m	5696.392 m
1947	678.064 m	26.255 m	5708.947 m
1948	677.531 m	26.243 m	5721.47 m
1949	676.963 m	26.23 m	5733.962 m
1950	676.358 m	26.217 m	5746.422 m
1951	675.718 m	26.202 m	5758.851 m
1952	675.041 m	26.187 m	5771.247 m
1953	674.328 m	26.171 m	5783.612 m
1954	673.578 m	26.154 m	5795.945 m
1955	672.791 m	26.136 m	5808.246 m
1956	671.967 m	26.117 m	5820.515 m
1957	671.106 m	26.097 m	5832.752 m
1958	670.208 m	26.077 m	5844.958 m
1959	669.272 m	26.055 m	5857.131 m
1960	668.298 m	26.033 m	5869.273 m
1961	667.286 m	26.01 m	5881.382 m
1962	666.235 m	25.986 m	5893.459 m
1963	665.147 m	25.961 m	5905.505 m
1964	664.019 m	25.935 m	5917.518 m
1965	662.853 m	25.908 m	5929.499 m
1966	661.647 m	25.88 m	5941.448 m
1967	660.402 m	25.851 m	5953.365 m
1968	659.052 m	25.82 m	5965.852 m
1969	657.624 m	25.787 m	5978.594 m
1970	656.15 m	25.752 m	5991.299 m
1971	654.63 m	25.717 m	6003.967 m
1972	653.063 m	25.68 m	6016.597 m
1973	651.449 m	25.643 m	6029.189 m
1974	649.788 m	25.604 m	6041.745 m
1975	648.08 m	25.564 m	6054.263 m
1976	646.323 m	25.523 m	6066.743 m
1977	644.519 m	25.48 m	6079.186 m
1978	642.667 m	25.437 m	6091.591 m
1979	640.766 m	25.392 m	6103.959 m
1980	638.816 m	25.346 m	6116.289 m
1981	636.817 m	25.299 m	6128.582 m
1982	634.77 m	25.25 m	6140.836 m
1983	632.672 m	25.201 m	6153.054 m
1984	630.525 m	25.15 m	6165.233 m
1985	628.328 m	25.097 m	6177.374 m
1986	626.08 m	25.044 m	6189.478 m
1987	623.783 m	24.989 m	6201.544 m
1988	621.434 m	24.933 m	6213.572 m
1989	619.034 m	24.876 m	6225.562 m
1990	616.583 m	24.817 m	6237.515 m
1991	614.081 m	24.757 m	6249.429 m
1992	611.526 m	24.696 m	6261.305 m
1993	608.92 m	24.633 m	6273.143 m
1994	606.262 m	24.569 m	6284.944 m
1995	603.55 m	24.503 m	6296.706 m
1996	600.786 m	24.437 m	6308.43 m
1997	597.9 m	24.367 m	6320.401 m
1998	594.851 m	24.293 m	6332.756 m
1999	591.743 m	24.218 m	6345.069 m
2000	588.573 m	24.141 m	6357.338 m
2001	585.343 m	24.062 m	6369.564 m
2002	582.051 m	23.982 m	6381.747 m
2003	578.698 m	23.9 m	6393.887 m
2004	575.284 m	23.817 m	6405.983 m
2005	571.806 m	23.732 m	6418.036 m
2006	568.267 m	23.645 m	6430.046 m
2007	564.665 m	23.557 m	6442.013 m
2008	561 m	23.467 m	6453.936 m
2009	557.271 m	23.375 m	6465.816 m
2010	553.479 m	23.282 m	6477.653 m
2011	549.622 m	23.187 m	6489.445 m
2012	545.702 m	23.09 m	6501.195 m
2013	541.717 m	22.992 m	6512.901 m
2014	537.667 m	22.891 m	6524.563 m
2015	533.552 m	22.789 m	6536.181 m
2016	529.371 m	22.686 m	6547.756 m
2017	525.125 m	22.58 m	6559.287 m
2018	520.812 m	22.473 m	6570.774 m
2019	516.433 m	22.364 m	6582.218 m
2020	511.988 m	22.253 m	6593.618 m
2021	507.475 m	22.14 m	6604.973 m
2022	502.895 m	22.026 m	6616.285 m
2023	498.248 m	21.91 m	6627.553 m
2024	493.532 m	21.792 m	6638.777 m
2025	488.628 m	21.668 m	6650.236 m
2026	483.623 m	21.543 m	6661.714 m
2027	478.545 m	21.415 m	6673.145 m
2028	473.393 m	21.285 m	6684.529 m
2029	468.168 m	21.154 m	6695.867 m
2030	462.868 m	21.02 m	6707.157 m
2031	457.494 m	20.884 m	6718.4 m
2032	452.045 m	20.746 m	6729.596 m
2033	446.521 m	20.606 m	6740.745 m
2034	440.922 m	20.464 m	6751.846 m
2035	435.247 m	20.32 m	6762.901 m
2036	429.495 m	20.174 m	6773.908 m
2037	423.667 m	20.026 m	6784.868 m
2038	417.762 m	19.875 m	6795.78 m
2039	411.78 m	19.723 m	6806.646 m
2040	405.721 m	19.568 m	6817.463 m
2041	399.584 m	19.411 m	6828.234 m
2042	393.368 m	19.252 m	6838.956 m
2043	387.074 m	19.091 m	6849.631 m
2044	380.702 m	18.927 m	6860.259 m
2045	374.25 m	18.761 m	6870.839 m
2046	367.718 m	18.594 m	6881.371 m
2047	361.107 m	18.423 m	6891.855 m
2048	354.416 m	18.251 m	6902.292 m
2049	347.644 m	18.076 m	6912.681 m
2050	340.792 m	17.899 m	6923.022 m
2051	333.862 m	17.72 m	6933.309 m
2052	326.942 m	17.541 m	6943.416 m
2053	319.943 m	17.36 m	6953.476 m
2054	312.863 m	17.177 m	6963.49 m
2055	305.704 m	16.991 m	6973.457 m
2056	298.463 m	16.803 m	6983.377 m
2057	291.142 m	16.612 m	6993.25 m
2058	283.74 m	16.42 m	7003.077 m
2059	276.256 m	16.225 m	7012.856 m
2060	268.69 m	16.027 m	7022.589 m
2061	261.042 m	15.828 m	7032.274 m
2062	253.312 m	15.626 m	7041.912 m
2063	245.498 m	15.421 m	7051.504 m
2064	237.602 m	15.215 m	7061.048 m
2065	229.622 m	15.006 m	7070.544 m
2066	221.559 m	14.794 m	7079.994 m
2067	213.411 m	14.58 m	7089.397 m
2068	205.179 m	14.364 m	7098.752 m
2069	196.862 m	14.145 m	7108.059 m
2070	188.46 m	13.924 m	7117.32 m
2071	179.973 m	13.7 m	7126.533 m
2072	171.4 m	13.474 m	7135.698 m
2073	162.741 m	13.245 m	7144.816 m
2074	153.996 m	13.014 m	7153.886 m
2075	145.164 m	12.781 m	7162.909 m
2076	136.245 m	12.544 m	7171.884 m
2077	127.239 m	12.306 m	7180.812 m
2078	118.145 m	12.065 m	7189.691 m
2079	109.485 m	11.835 m	7198.026 m
2080	100.794 m	11.604 m	7206.272 m
2081	92.026 m	11.371 m	7214.476 m
2082	83.179 m	11.135 m	7222.637 m
2083	74.254 m	10.898 m	7230.757 m
2084	65.25 m	10.658 m	7238.834 m
2085	56.167 m	10.415 m	7246.869 m
2086	47.005 m	10.171 m	7254.862 m
2087	37.764 m	9.924 m	7262.813 m
2088	28.442 m	9.675 m	7270.721 m
2089	19.041 m	9.423 m	7278.586 m
2090	9.559 m	9.169 m	7286.41 m
2091	-0.003 m	8.913 m	7294.191 m
2092	-9.646 m	8.654 m	7301.929 m
2093	-19.371 m	8.393 m	7309.625 m
2094	-29.176 m	8.13 m	7317.278 m
2095	-39.064 m	7.864 m	7324.889 m
2096	-49.033 m	7.596 m	7332.457 m
2097	-59.084 m	7.325 m	7339.983 m
2098	-69.218 m	7.052 m	7347.465 m
2099	-79.434 m	6.777 m	7354.905 m
2100	-89.733 m	6.499 m	7362.303 m
2101	-100.116 m	6.219 m	7369.657 m
2102	-110.582 m	5.936 m	7376.969 m
2103	-121.132 m	5.65 m	7384.238 m
2104	-131.765 m	5.363 m	7391.464 m
2105	-142.483 m	5.072 m	7398.647 m
2106	-153.286 m	4.78 m	7405.787 m
2107	-164.171 m	4.484 m	7412.883 m
