Point	X	Y	Z
671	-107.458	143.71	-1992.077
672	-107.466	143.558	-1991.742
673	-107.474	143.406	-1991.408
674	-107.482	143.254	-1991.073
675	-107.49	143.102	-1990.738
676	-107.497	142.95	-1990.404
677	-107.505	142.798	-1990.069
678	-107.512	142.646	-1989.735
679	-107.52	142.493	-1989.4
680	-107.527	142.341	-1989.066
681	-107.535	142.189	-1988.731
682	-107.542	142.037	-1988.397
683	-107.549	141.885	-1988.062
684	-107.556	141.733	-1987.728
685	-107.563	141.581	-1987.393
686	-107.57	141.428	-1987.057
687	-107.577	141.274	-1986.721
688	-107.584	141.121	-1986.385
689	-107.59	140.968	-1986.048
690	-107.597	140.815	-1985.712
691	-107.604	140.662	-1985.376
692	-107.61	140.509	-1985.04
693	-107.616	140.356	-1984.703
694	-107.623	140.203	-1984.367
695	-107.629	140.05	-1984.031
696	-107.635	139.897	-1983.695
697	-107.641	139.744	-1983.359
698	-107.647	139.591	-1983.023
699	-107.653	139.438	-1982.687
700	-107.659	139.285	-1982.351
701	-107.665	139.132	-1982.015
702	-107.671	138.979	-1981.679
703	-107.677	138.826	-1981.343
704	-107.682	138.673	-1981.007
705	-107.688	138.52	-1980.671
706	-107.693	138.367	-1980.335
707	-107.699	138.214	-1979.999
708	-107.704	138.061	-1979.664
709	-107.709	137.908	-1979.328
710	-107.714	137.755	-1978.992
711	-107.719	137.602	-1978.656
712	-107.724	137.449	-1978.321
713	-107.729	137.296	-1977.985
714	-107.734	137.143	-1977.649
715	-107.739	136.99	-1977.314
716	-107.744	136.837	-1976.978
717	-107.748	136.684	-1976.643
718	-107.753	136.531	-1976.307
719	-107.757	136.378	-1975.972
720	-107.762	136.225	-1975.636
721	-107.766	136.072	-1975.301
722	-107.77	135.919	-1974.966
723	-107.774	135.766	-1974.63
724	-107.778	135.613	-1974.295
725	-107.782	135.46	-1973.96
726	-107.786	135.308	-1973.625
727	-107.79	135.155	-1973.289
728	-107.794	135.002	-1972.954
729	-107.798	134.849	-1972.619
730	-107.801	134.696	-1972.284
731	-107.805	134.543	-1971.949
732	-107.808	134.391	-1971.614
733	-107.812	134.238	-1971.279
734	-107.815	134.085	-1970.944
735	-107.818	133.932	-1970.61
736	-107.822	133.78	-1970.275
737	-107.825	133.627	-1969.94
738	-107.828	133.474	-1969.605
739	-107.831	133.321	-1969.271
740	-107.833	133.169	-1968.936
741	-107.836	133.016	-1968.602
742	-107.839	132.864	-1968.267
743	-107.842	132.711	-1967.933
744	-107.844	132.558	-1967.598
745	-107.847	132.406	-1967.264
746	-107.849	132.253	-1966.93
747	-107.851	132.101	-1966.595
748	-107.854	131.948	-1966.261
749	-107.856	131.796	-1965.927
750	-107.858	131.643	-1965.593
751	-107.86	131.491	-1965.259
752	-107.862	131.338	-1964.925
753	-107.864	131.186	-1964.591
754	-107.865	131.033	-1964.257
755	-107.867	130.881	-1963.923
756	-107.869	130.729	-1963.59
757	-107.87	130.576	-1963.256
758	-107.872	130.424	-1962.922
759	-107.873	130.272	-1962.589
760	-107.874	130.119	-1962.255
761	-107.876	129.967	-1961.922
762	-107.877	129.815	-1961.588
763	-107.878	129.663	-1961.255
764	-107.879	129.511	-1960.921
765	-107.88	129.358	-1960.588
766	-107.881	129.206	-1960.255
767	-107.881	129.054	-1959.922
768	-107.882	128.902	-1959.589
769	-107.883	128.75	-1959.256
770	-107.883	128.598	-1958.923
771	-107.884	128.446	-1958.59
772	-107.884	128.294	-1958.257
773	-107.884	128.142	-1957.924
774	-107.884	127.99	-1957.592
775	-107.885	127.838	-1957.259
776	-107.885	127.687	-1956.927
777	-107.885	127.535	-1956.594
778	-107.884	127.383	-1956.262
779	-107.884	127.231	-1955.929
780	-107.884	127.08	-1955.597
781	-107.884	126.928	-1955.265
782	-107.883	126.776	-1954.933
783	-107.883	126.625	-1954.601
784	-107.882	126.473	-1954.269
785	-107.881	126.322	-1953.937
786	-107.881	126.17	-1953.605
787	-107.88	126.019	-1953.273
788	-107.879	125.867	-1952.942
789	-107.878	125.716	-1952.61
790	-107.877	125.564	-1952.278
791	-107.876	125.413	-1951.947
792	-107.875	125.262	-1951.616
793	-107.873	125.11	-1951.284
794	-107.872	124.959	-1950.953
795	-107.871	124.808	-1950.622
796	-107.869	124.657	-1950.291
797	-107.867	124.506	-1949.96
798	-107.866	124.355	-1949.629
799	-107.864	124.203	-1949.298
800	-107.862	124.052	-1948.967
801	-107.86	123.902	-1948.636
802	-107.858	123.751	-1948.306
803	-107.856	123.6	-1947.975
804	-107.854	123.449	-1947.645
805	-107.852	123.298	-1947.314
806	-107.849	123.147	-1946.984
807	-107.847	122.997	-1946.654
808	-107.844	122.846	-1946.324
809	-107.842	122.695	-1945.994
810	-107.839	122.545	-1945.664
811	-107.836	122.394	-1945.334
812	-107.833	122.244	-1945.004
813	-107.831	122.093	-1944.675
814	-107.828	121.943	-1944.345
815	-107.825	121.792	-1944.015
816	-107.821	121.642	-1943.686
817	-107.818	121.492	-1943.357
818	-107.815	121.341	-1943.027
819	-107.811	121.191	-1942.698
