Point	X	Y	Z
1158	1405.297 m	-1249.036 m	17724.655 m
1159	1399.185 m	-1249.036 m	17735.551 m
1160	1393.09 m	-1249.036 m	17746.437 m
1161	1387.013 m	-1249.036 m	17757.316 m
1162	1380.954 m	-1249.036 m	17768.186 m
1163	1374.912 m	-1249.036 m	17779.048 m
1164	1368.888 m	-1249.036 m	17789.902 m
1165	1362.881 m	-1249.036 m	17800.749 m
1166	1356.892 m	-1249.036 m	17811.588 m
1167	1350.921 m	-1249.036 m	17822.42 m
1168	1344.967 m	-1249.036 m	17833.245 m
1169	1339.031 m	-1249.036 m	17844.063 m
1170	1333.113 m	-1249.036 m	17854.874 m
1171	1327.213 m	-1249.036 m	17865.679 m
1172	1321.33 m	-1249.036 m	17876.477 m
1173	1315.465 m	-1249.036 m	17887.269 m
1174	1309.618 m	-1249.036 m	17898.055 m
1175	1303.727 m	-1249.036 m	17908.949 m
1176	1297.746 m	-1249.036 m	17920.037 m
1177	1291.785 m	-1249.036 m	17931.119 m
1178	1285.842 m	-1249.036 m	17942.195 m
1179	1279.919 m	-1249.036 m	17953.266 m
1180	1274.014 m	-1249.036 m	17964.332 m
1181	1268.128 m	-1249.036 m	17975.392 m
1182	1262.261 m	-1249.036 m	17986.448 m
1183	1256.413 m	-1249.036 m	17997.499 m
1184	1250.584 m	-1249.036 m	18008.546 m
1185	1244.774 m	-1249.036 m	18019.589 m
1186	1238.982 m	-1249.036 m	18030.627 m
1187	1233.21 m	-1249.036 m	18041.662 m
1188	1227.457 m	-1249.036 m	18052.693 m
1189	1221.722 m	-1249.036 m	18063.72 m
1190	1216.007 m	-1249.036 m	18074.745 m
1191	1210.311 m	-1249.036 m	18085.766 m
1192	1204.634 m	-1249.036 m	18096.784 m
1193	1198.975 m	-1249.036 m	18107.8 m
1194	1193.336 m	-1249.036 m	18118.813 m
1195	1187.716 m	-1249.036 m	18129.824 m
1196	1182.115 m	-1249.036 m	18140.833 m
1197	1176.533 m	-1249.036 m	18151.84 m
1198	1170.97 m	-1249.036 m	18162.846 m
1199	1165.427 m	-1249.036 m	18173.85 m
1200	1159.901 m	-1249.036 m	18184.854 m
1201	1154.287 m	-1249.036 m	18196.073 m
1202	1148.693 m	-1249.036 m	18207.292 m
1203	1143.118 m	-1249.036 m	18218.51 m
1204	1137.564 m	-1249.036 m	18229.727 m
1205	1132.029 m	-1249.036 m	18240.944 m
1206	1126.515 m	-1249.036 m	18252.161 m
1207	1121.02 m	-1249.036 m	18263.378 m
1208	1115.545 m	-1249.036 m	18274.596 m
1209	1110.091 m	-1249.036 m	18285.814 m
1210	1104.656 m	-1249.036 m	18297.033 m
1211	1099.242 m	-1249.036 m	18308.252 m
1212	1093.847 m	-1249.036 m	18319.473 m
1213	1088.473 m	-1249.036 m	18330.695 m
1214	1083.119 m	-1249.036 m	18341.919 m
1215	1077.785 m	-1249.036 m	18353.144 m
1216	1072.471 m	-1249.036 m	18364.372 m
1217	1067.177 m	-1249.036 m	18375.602 m
1218	1061.903 m	-1249.036 m	18386.834 m
1219	1056.649 m	-1249.036 m	18398.069 m
1220	1051.416 m	-1249.036 m	18409.306 m
1221	1046.202 m	-1249.036 m	18420.547 m
1222	1041.009 m	-1249.036 m	18431.791 m
1223	1035.836 m	-1249.036 m	18443.038 m
1224	1030.684 m	-1249.036 m	18454.289 m
1225	1025.544 m	-1249.036 m	18465.559 m
1226	1020.384 m	-1249.036 m	18476.924 m
1227	1015.244 m	-1249.036 m	18488.294 m
1228	1010.125 m	-1249.036 m	18499.669 m
1229	1005.027 m	-1249.036 m	18511.048 m
1230	999.949 m	-1249.036 m	18522.432 m
1231	994.892 m	-1249.036 m	18533.821 m
1232	989.855 m	-1249.036 m	18545.216 m
1233	984.84 m	-1249.036 m	18556.616 m
1234	979.845 m	-1249.036 m	18568.023 m
1235	974.871 m	-1249.036 m	18579.435 m
1236	969.917 m	-1249.036 m	18590.854 m
1237	964.985 m	-1249.036 m	18602.279 m
1238	960.073 m	-1249.036 m	18613.711 m
1239	955.182 m	-1249.036 m	18625.15 m
1240	950.312 m	-1249.036 m	18636.596 m
1241	945.463 m	-1249.036 m	18648.049 m
1242	940.634 m	-1249.036 m	18659.51 m
1243	935.826 m	-1249.036 m	18670.979 m
1244	931.04 m	-1249.036 m	18682.456 m
1245	926.274 m	-1249.036 m	18693.941 m
1246	921.529 m	-1249.036 m	18705.434 m
1247	916.805 m	-1249.036 m	18716.937 m
1248	912.102 m	-1249.036 m	18728.447 m
1249	907.42 m	-1249.036 m	18739.968 m
1250	902.763 m	-1249.036 m	18751.487 m
1251	898.13 m	-1249.036 m	18763.006 m
1252	893.519 m	-1249.036 m	18774.534 m
1253	888.929 m	-1249.036 m	18786.073 m
1254	884.359 m	-1249.036 m	18797.621 m
1255	879.811 m	-1249.036 m	18809.18 m
1256	875.283 m	-1249.036 m	18820.75 m
1257	870.777 m	-1249.036 m	18832.33 m
1258	866.291 m	-1249.036 m	18843.921 m
1259	861.826 m	-1249.036 m	18855.524 m
1260	857.383 m	-1249.036 m	18867.137 m
1261	852.96 m	-1249.036 m	18878.763 m
1262	848.559 m	-1249.036 m	18890.4 m
1263	844.179 m	-1249.036 m	18902.049 m
1264	839.819 m	-1249.036 m	18913.711 m
1265	835.481 m	-1249.036 m	18925.385 m
1266	831.164 m	-1249.036 m	18937.072 m
1267	826.868 m	-1249.036 m	18948.771 m
1268	822.593 m	-1249.036 m	18960.484 m
1269	818.34 m	-1249.036 m	18972.21 m
1270	814.107 m	-1249.036 m	18983.949 m
1271	809.896 m	-1249.036 m	18995.703 m
1272	805.705 m	-1249.036 m	19007.47 m
1273	801.536 m	-1249.036 m	19019.251 m
1274	797.389 m	-1249.036 m	19031.047 m
1275	793.308 m	-1249.036 m	19042.726 m
1276	789.257 m	-1249.036 m	19054.393 m
1277	785.227 m	-1249.036 m	19066.075 m
1278	781.217 m	-1249.036 m	19077.772 m
1279	777.228 m	-1249.036 m	19089.484 m
1280	773.26 m	-1249.036 m	19101.211 m
1281	769.313 m	-1249.036 m	19112.954 m
1282	765.386 m	-1249.036 m	19124.712 m
1283	761.48 m	-1249.036 m	19136.486 m
1284	757.595 m	-1249.036 m	19148.277 m
1285	753.731 m	-1249.036 m	19160.083 m
1286	749.887 m	-1249.036 m	19171.906 m
1287	746.065 m	-1249.036 m	19183.745 m
1288	742.263 m	-1249.036 m	19195.602 m
1289	738.482 m	-1249.036 m	19207.475 m
1290	734.722 m	-1249.036 m	19219.366 m
1291	730.982 m	-1249.036 m	19231.274 m
1292	727.264 m	-1249.036 m	19243.2 m
1293	723.567 m	-1249.036 m	19255.144 m
1294	719.89 m	-1249.036 m	19267.106 m
1295	716.234 m	-1249.036 m	19279.086 m
1296	712.6 m	-1249.036 m	19291.085 m
1297	708.986 m	-1249.036 m	19303.103 m
1298	705.393 m	-1249.036 m	19315.139 m
1299	701.822 m	-1249.036 m	19327.195 m
1300	698.344 m	-1249.036 m	19339.021 m
1301	694.901 m	-1249.036 m	19350.815 m
1302	691.478 m	-1249.036 m	19362.628 m
1303	688.075 m	-1249.036 m	19374.46 m
1304	684.692 m	-1249.036 m	19386.311 m
1305	681.329 m	-1249.036 m	19398.181 m
1306	677.986 m	-1249.036 m	19410.071 m
1307	674.663 m	-1249.036 m	19421.98 m
1308	671.36 m	-1249.036 m	19433.91 m
1309	668.078 m	-1249.036 m	19445.859 m
1310	664.815 m	-1249.036 m	19457.829 m
1311	661.573 m	-1249.036 m	19469.819 m
1312	658.35 m	-1249.036 m	19481.83 m
1313	655.148 m	-1249.036 m	19493.862 m
1314	651.966 m	-1249.036 m	19505.915 m
1315	648.804 m	-1249.036 m	19517.989 m
1316	645.662 m	-1249.036 m	19530.084 m
1317	642.54 m	-1249.036 m	19542.202 m
1318	639.439 m	-1249.036 m	19554.34 m
1319	636.358 m	-1249.036 m	19566.501 m
1320	633.297 m	-1249.036 m	19578.684 m
1321	630.256 m	-1249.036 m	19590.89 m
1322	627.235 m	-1249.036 m	19603.118 m
1323	624.235 m	-1249.036 m	19615.369 m
1324	621.255 m	-1249.036 m	19627.642 m
1325	618.314 m	-1249.036 m	19639.858 m
1326	615.479 m	-1249.036 m	19651.739 m
1327	612.663 m	-1249.036 m	19663.642 m
1328	609.865 m	-1249.036 m	19675.567 m
1329	607.086 m	-1249.036 m	19687.514 m
1330	604.327 m	-1249.036 m	19699.483 m
1331	601.586 m	-1249.036 m	19711.475 m
1332	598.864 m	-1249.036 m	19723.49 m
1333	596.161 m	-1249.036 m	19735.528 m
1334	593.477 m	-1249.036 m	19747.588 m
1335	590.812 m	-1249.036 m	19759.672 m
1336	588.166 m	-1249.036 m	19771.78 m
1337	585.538 m	-1249.036 m	19783.911 m
1338	582.93 m	-1249.036 m	19796.065 m
1339	580.341 m	-1249.036 m	19808.244 m
1340	577.771 m	-1249.036 m	19820.446 m
1341	575.22 m	-1249.036 m	19832.673 m
1342	572.688 m	-1249.036 m	19844.925 m
1343	570.175 m	-1249.036 m	19857.201 m
1344	567.681 m	-1249.036 m	19869.501 m
1345	565.206 m	-1249.036 m	19881.827 m
1346	562.75 m	-1249.036 m	19894.177 m
1347	560.314 m	-1249.036 m	19906.553 m
1348	557.896 m	-1249.036 m	19918.955 m
1349	555.498 m	-1249.036 m	19931.382 m
1350	553.118 m	-1249.036 m	19943.835 m
1351	550.758 m	-1249.036 m	19956.313 m
1352	548.48 m	-1249.036 m	19968.48 m
1353	546.263 m	-1249.036 m	19980.442 m
1354	544.062 m	-1249.036 m	19992.428 m
1355	541.88 m	-1249.036 m	20004.439 m
1356	539.715 m	-1249.036 m	20016.474 m
1357	537.567 m	-1249.036 m	20028.533 m
1358	535.437 m	-1249.036 m	20040.617 m
1359	533.324 m	-1249.036 m	20052.726 m
1360	531.229 m	-1249.036 m	20064.86 m
1361	529.152 m	-1249.036 m	20077.019 m
1362	527.092 m	-1249.036 m	20089.204 m
1363	525.049 m	-1249.036 m	20101.414 m
1364	523.024 m	-1249.036 m	20113.649 m
1365	521.017 m	-1249.036 m	20125.91 m
1366	519.027 m	-1249.036 m	20138.197 m
1367	517.055 m	-1249.036 m	20150.511 m
1368	515.101 m	-1249.036 m	20162.85 m
1369	513.164 m	-1249.036 m	20175.216 m
1370	511.244 m	-1249.036 m	20187.608 m
1371	509.343 m	-1249.036 m	20200.026 m
1372	507.459 m	-1249.036 m	20212.472 m
1373	505.592 m	-1249.036 m	20224.944 m
1374	503.744 m	-1249.036 m	20237.444 m
1375	501.913 m	-1249.036 m	20249.971 m
1376	500.099 m	-1249.036 m	20262.525 m
1377	498.304 m	-1249.036 m	20275.107 m
1378	496.526 m	-1249.036 m	20287.716 m
1379	494.766 m	-1249.036 m	20300.353 m
1380	493.092 m	-1249.036 m	20312.512 m
1381	491.459 m	-1249.036 m	20324.523 m
1382	489.841 m	-1249.036 m	20336.559 m
1383	488.24 m	-1249.036 m	20348.621 m
1384	486.654 m	-1249.036 m	20360.708 m
1385	485.084 m	-1249.036 m	20372.821 m
1386	483.53 m	-1249.036 m	20384.96 m
1387	481.992 m	-1249.036 m	20397.125 m
1388	480.47 m	-1249.036 m	20409.315 m
1389	478.964 m	-1249.036 m	20421.532 m
1390	477.474 m	-1249.036 m	20433.775 m
1391	475.999 m	-1249.036 m	20446.045 m
1392	474.541 m	-1249.036 m	20458.341 m
1393	473.099 m	-1249.036 m	20470.664 m
1394	471.673 m	-1249.036 m	20483.014 m
1395	470.262 m	-1249.036 m	20495.39 m
1396	468.868 m	-1249.036 m	20507.794 m
1397	467.49 m	-1249.036 m	20520.225 m
1398	466.127 m	-1249.036 m	20532.683 m
1399	464.781 m	-1249.036 m	20545.169 m
1400	463.451 m	-1249.036 m	20557.682 m
1401	462.137 m	-1249.036 m	20570.223 m
1402	460.839 m	-1249.036 m	20582.791 m
1403	459.557 m	-1249.036 m	20595.388 m
1404	458.29 m	-1249.036 m	20608.013 m
1405	457.041 m	-1249.036 m	20620.666 m
1406	455.807 m	-1249.036 m	20633.347 m
1407	454.589 m	-1249.036 m	20646.056 m
1408	453.387 m	-1249.036 m	20658.795 m
1409	452.224 m	-1249.036 m	20671.336 m
1410	451.138 m	-1249.035 m	20683.414 m
1411	450.091 m	-1249.033 m	20695.517 m
1412	449.082 m	-1249.03 m	20707.644 m
1413	448.11 m	-1249.026 m	20719.796 m
1414	447.175 m	-1249.02 m	20731.973 m
1415	446.279 m	-1249.014 m	20744.175 m
1416	445.419 m	-1249.007 m	20756.401 m
1417	444.596 m	-1248.999 m	20768.651 m
1418	443.81 m	-1248.989 m	20780.926 m
1419	443.061 m	-1248.979 m	20793.226 m
1420	442.348 m	-1248.967 m	20805.549 m
1421	441.671 m	-1248.955 m	20817.897 m
1422	441.031 m	-1248.942 m	20830.269 m
1423	440.426 m	-1248.927 m	20842.665 m
1424	439.858 m	-1248.912 m	20855.085 m
1425	439.324 m	-1248.896 m	20867.529 m
1426	438.827 m	-1248.879 m	20879.997 m
1427	438.364 m	-1248.861 m	20892.489 m
1428	437.937 m	-1248.842 m	20905.004 m
1429	437.545 m	-1248.822 m	20917.543 m
1430	437.187 m	-1248.801 m	20930.106 m
1431	436.864 m	-1248.78 m	20942.692 m
1432	436.575 m	-1248.757 m	20955.302 m
1433	436.321 m	-1248.734 m	20967.935 m
1434	436.101 m	-1248.709 m	20980.592 m
1435	435.914 m	-1248.684 m	20993.272 m
1436	435.762 m	-1248.658 m	21005.975 m
1437	435.642 m	-1248.632 m	21018.701 m
1438	435.557 m	-1248.604 m	21031.45 m
1439	435.504 m	-1248.576 m	21044.223 m
1440	435.484 m	-1248.547 m	21056.92 m
1441	435.496 m	-1248.519 m	21069.045 m
1442	435.536 m	-1248.49 m	21081.191 m
1443	435.606 m	-1248.46 m	21093.357 m
1444	435.705 m	-1248.43 m	21105.543 m
1445	435.833 m	-1248.399 m	21117.75 m
1446	435.989 m	-1248.368 m	21129.977 m
1447	436.174 m	-1248.335 m	21142.224 m
1448	436.387 m	-1248.303 m	21154.491 m
1449	436.629 m	-1248.269 m	21166.778 m
1450	436.898 m	-1248.235 m	21179.085 m
1451	437.196 m	-1248.2 m	21191.412 m
1452	437.521 m	-1248.165 m	21203.759 m
1453	437.874 m	-1248.129 m	21216.126 m
1454	438.254 m	-1248.093 m	21228.512 m
1455	438.662 m	-1248.056 m	21240.918 m
1456	439.097 m	-1248.018 m	21253.344 m
1457	439.559 m	-1247.98 m	21265.79 m
1458	440.048 m	-1247.942 m	21278.255 m
1459	440.564 m	-1247.902 m	21290.739 m
1460	441.107 m	-1247.863 m	21303.243 m
1461	441.676 m	-1247.823 m	21315.766 m
1462	442.271 m	-1247.782 m	21328.309 m
1463	442.892 m	-1247.741 m	21340.871 m
1464	443.54 m	-1247.699 m	21353.452 m
1465	444.213 m	-1247.657 m	21366.052 m
1466	444.913 m	-1247.614 m	21378.672 m
1467	445.637 m	-1247.571 m	21391.31 m
1468	446.388 m	-1247.528 m	21403.967 m
1469	447.163 m	-1247.484 m	21416.644 m
1470	447.964 m	-1247.439 m	21429.339 m
1471	448.79 m	-1247.394 m	21442.053 m
1472	449.641 m	-1247.349 m	21454.785 m
1473	450.507 m	-1247.304 m	21467.414 m
1474	451.361 m	-1247.26 m	21479.534 m
1475	452.236 m	-1247.216 m	21491.67 m
1476	453.134 m	-1247.172 m	21503.823 m
1477	454.053 m	-1247.127 m	21515.992 m
1478	454.994 m	-1247.082 m	21528.178 m
1479	455.956 m	-1247.037 m	21540.381 m
1480	456.94 m	-1246.991 m	21552.6 m
1481	457.945 m	-1246.945 m	21564.836 m
1482	458.971 m	-1246.899 m	21577.088 m
1483	460.018 m	-1246.852 m	21589.356 m
1484	461.086 m	-1246.806 m	21601.641 m
1485	462.175 m	-1246.758 m	21613.942 m
1486	463.285 m	-1246.711 m	21626.259 m
1487	464.415 m	-1246.663 m	21638.593 m
1488	465.565 m	-1246.616 m	21650.943 m
1489	466.736 m	-1246.568 m	21663.308 m
1490	467.927 m	-1246.519 m	21675.69 m
1491	469.138 m	-1246.471 m	21688.088 m
1492	470.369 m	-1246.422 m	21700.501 m
1493	471.619 m	-1246.373 m	21712.931 m
1494	472.89 m	-1246.324 m	21725.376 m
1495	474.18 m	-1246.274 m	21737.837 m
1496	475.489 m	-1246.225 m	21750.314 m
1497	476.818 m	-1246.175 m	21762.807 m
1498	478.165 m	-1246.125 m	21775.315 m
1499	479.532 m	-1246.075 m	21787.839 m
1500	480.918 m	-1246.025 m	21800.378 m
1501	482.322 m	-1245.974 m	21812.933 m
1502	483.746 m	-1245.924 m	21825.504 m
1503	485.187 m	-1245.873 m	21838.09 m
1504	486.647 m	-1245.822 m	21850.691 m
1505	488.126 m	-1245.772 m	21863.307 m
1506	489.622 m	-1245.721 m	21875.939 m
1507	491.137 m	-1245.669 m	21888.586 m
1508	492.637 m	-1245.619 m	21900.978 m
1509	494.116 m	-1245.57 m	21913.075 m
1510	495.61 m	-1245.521 m	21925.187 m
1511	497.121 m	-1245.472 m	21937.312 m
1512	498.648 m	-1245.423 m	21949.451 m
1513	500.191 m	-1245.374 m	21961.603 m
1514	501.749 m	-1245.325 m	21973.769 m
1515	503.323 m	-1245.276 m	21985.949 m
1516	504.912 m	-1245.226 m	21998.142 m
1517	506.517 m	-1245.177 m	22010.349 m
1518	508.136 m	-1245.128 m	22022.569 m
1519	509.771 m	-1245.078 m	22034.802 m
1520	511.421 m	-1245.029 m	22047.049 m
1521	513.086 m	-1244.98 m	22059.308 m
1522	514.766 m	-1244.93 m	22071.582 m
1523	516.46 m	-1244.881 m	22083.868 m
1524	518.169 m	-1244.832 m	22096.167 m
1525	519.893 m	-1244.782 m	22108.48 m
1526	521.63 m	-1244.733 m	22120.806 m
1527	523.382 m	-1244.684 m	22133.145 m
1528	525.149 m	-1244.635 m	22145.496 m
1529	526.929 m	-1244.586 m	22157.861 m
1530	528.723 m	-1244.537 m	22170.239 m
1531	530.531 m	-1244.488 m	22182.629 m
1532	532.353 m	-1244.439 m	22195.032 m
1533	534.188 m	-1244.39 m	22207.448 m
1534	536.037 m	-1244.341 m	22219.877 m
1535	537.899 m	-1244.293 m	22232.319 m
1536	539.775 m	-1244.244 m	22244.773 m
1537	541.663 m	-1244.196 m	22257.24 m
1538	543.565 m	-1244.148 m	22269.719 m
1539	545.48 m	-1244.099 m	22282.211 m
1540	547.407 m	-1244.051 m	22294.716 m
1541	549.348 m	-1244.003 m	22307.233 m
1542	551.301 m	-1243.956 m	22319.762 m
1543	553.266 m	-1243.908 m	22332.304 m
1544	555.237 m	-1243.861 m	22344.815 m
1545	557.149 m	-1243.815 m	22356.886 m
1546	559.071 m	-1243.77 m	22368.967 m
1547	561.005 m	-1243.725 m	22381.061 m
1548	562.95 m	-1243.68 m	22393.165 m
1549	564.906 m	-1243.635 m	22405.28 m
1550	566.873 m	-1243.591 m	22417.407 m
1551	568.851 m	-1243.546 m	22429.545 m
1552	570.839 m	-1243.502 m	22441.694 m
1553	572.838 m	-1243.458 m	22453.854 m
1554	574.847 m	-1243.414 m	22466.025 m
1555	576.867 m	-1243.371 m	22478.207 m
1556	578.897 m	-1243.327 m	22490.4 m
1557	580.937 m	-1243.284 m	22502.603 m
1558	582.988 m	-1243.241 m	22514.818 m
1559	585.048 m	-1243.199 m	22527.043 m
1560	587.118 m	-1243.156 m	22539.28 m
1561	589.199 m	-1243.114 m	22551.527 m
1562	591.288 m	-1243.072 m	22563.784 m
1563	593.388 m	-1243.03 m	22576.053 m
1564	595.497 m	-1242.989 m	22588.332 m
1565	597.615 m	-1242.948 m	22600.621 m
1566	599.743 m	-1242.907 m	22612.922 m
1567	601.88 m	-1242.866 m	22625.232 m
1568	604.027 m	-1242.826 m	22637.554 m
1569	606.182 m	-1242.786 m	22649.885 m
1570	608.346 m	-1242.746 m	22662.228 m
1571	610.519 m	-1242.707 m	22674.58 m
1572	612.701 m	-1242.668 m	22686.943 m
1573	614.892 m	-1242.629 m	22699.316 m
1574	617.091 m	-1242.59 m	22711.699 m
1575	619.298 m	-1242.552 m	22724.093 m
1576	621.514 m	-1242.515 m	22736.497 m
1577	623.739 m	-1242.477 m	22748.911 m
1578	625.971 m	-1242.44 m	22761.335 m
1579	628.212 m	-1242.403 m	22773.77 m
1580	630.46 m	-1242.367 m	22786.214 m
1581	632.717 m	-1242.331 m	22798.668 m
1582	634.965 m	-1242.295 m	22811.046 m
1583	637.162 m	-1242.261 m	22823.11 m
1584	639.367 m	-1242.227 m	22835.184 m
1585	641.578 m	-1242.194 m	22847.267 m
1586	643.796 m	-1242.161 m	22859.359 m
1587	646.021 m	-1242.128 m	22871.46 m
1588	648.253 m	-1242.096 m	22883.57 m
1589	650.492 m	-1242.064 m	22895.689 m
1590	652.737 m	-1242.033 m	22907.818 m
1591	654.989 m	-1242.001 m	22919.955 m
1592	657.247 m	-1241.971 m	22932.102 m
1593	659.512 m	-1241.94 m	22944.257 m
1594	661.782 m	-1241.911 m	22956.422 m
1595	664.059 m	-1241.881 m	22968.595 m
1596	666.342 m	-1241.852 m	22980.777 m
1597	668.631 m	-1241.823 m	22992.968 m
1598	670.926 m	-1241.795 m	23005.168 m
1599	673.227 m	-1241.767 m	23017.376 m
1600	675.534 m	-1241.74 m	23029.594 m
1601	677.846 m	-1241.713 m	23041.82 m
1602	680.163 m	-1241.687 m	23054.054 m
1603	682.487 m	-1241.661 m	23066.298 m
1604	684.815 m	-1241.635 m	23078.549 m
1605	687.149 m	-1241.61 m	23090.81 m
1606	689.488 m	-1241.586 m	23103.079 m
1607	691.832 m	-1241.562 m	23115.356 m
1608	694.182 m	-1241.538 m	23127.642 m
1609	696.536 m	-1241.515 m	23139.937 m
1610	698.895 m	-1241.492 m	23152.24 m
1611	701.259 m	-1241.47 m	23164.551 m
1612	703.628 m	-1241.449 m	23176.871 m
1613	706.001 m	-1241.428 m	23189.198 m
1614	708.378 m	-1241.407 m	23201.535 m
1615	710.761 m	-1241.387 m	23213.879 m
1616	713.147 m	-1241.368 m	23226.231 m
1617	715.538 m	-1241.349 m	23238.592 m
1618	717.933 m	-1241.33 m	23250.961 m
1619	720.332 m	-1241.312 m	23263.338 m
1620	722.735 m	-1241.295 m	23275.723 m
1621	725.139 m	-1241.278 m	23288.1 m
1622	727.486 m	-1241.263 m	23300.175 m
1623	729.837 m	-1241.247 m	23312.258 m
1624	732.191 m	-1241.233 m	23324.347 m
1625	734.549 m	-1241.218 m	23336.445 m
1626	736.91 m	-1241.205 m	23348.55 m
1627	739.274 m	-1241.192 m	23360.662 m
1628	741.642 m	-1241.179 m	23372.781 m
1629	744.012 m	-1241.167 m	23384.909 m
1630	746.385 m	-1241.156 m	23397.043 m
1631	748.762 m	-1241.145 m	23409.185 m
1632	751.141 m	-1241.135 m	23421.334 m
1633	753.523 m	-1241.126 m	23433.49 m
1634	755.907 m	-1241.117 m	23445.653 m
1635	758.295 m	-1241.108 m	23457.824 m
1636	760.684 m	-1241.1 m	23470.002 m
1637	763.076 m	-1241.093 m	23482.187 m
1638	765.471 m	-1241.087 m	23494.379 m
1639	767.868 m	-1241.081 m	23506.578 m
1640	770.266 m	-1241.075 m	23518.784 m
1641	772.667 m	-1241.071 m	23530.997 m
1642	775.07 m	-1241.067 m	23543.217 m
1643	777.475 m	-1241.063 m	23555.444 m
1644	779.882 m	-1241.06 m	23567.679 m
1645	782.291 m	-1241.058 m	23579.919 m
1646	784.701 m	-1241.057 m	23592.167 m
1647	787.113 m	-1241.056 m	23604.422 m
1648	789.527 m	-1241.056 m	23616.683 m
1649	791.942 m	-1241.056 m	23628.951 m
1650	794.358 m	-1241.057 m	23641.226 m
1651	796.776 m	-1241.059 m	23653.508 m
1652	799.195 m	-1241.062 m	23665.796 m
1653	801.615 m	-1241.065 m	23678.091 m
1654	804.036 m	-1241.069 m	23690.392 m
1655	806.458 m	-1241.073 m	23702.7 m
1656	808.881 m	-1241.079 m	23715.015 m
1657	811.305 m	-1241.085 m	23727.336 m
1658	813.729 m	-1241.091 m	23739.664 m
1659	816.154 m	-1241.099 m	23751.998 m
1660	818.58 m	-1241.107 m	23764.338 m
1661	821.006 m	-1241.116 m	23776.685 m
1662	823.393 m	-1241.125 m	23788.834 m
1663	825.771 m	-1241.136 m	23800.946 m
1664	828.15 m	-1241.146 m	23813.064 m
1665	830.529 m	-1241.158 m	23825.188 m
1666	832.908 m	-1241.17 m	23837.318 m
1667	835.287 m	-1241.183 m	23849.454 m
1668	837.666 m	-1241.197 m	23861.596 m
1669	840.045 m	-1241.211 m	23873.744 m
1670	842.423 m	-1241.227 m	23885.898 m
1671	844.802 m	-1241.243 m	23898.058 m
1672	847.18 m	-1241.259 m	23910.223 m
1673	849.557 m	-1241.277 m	23922.395 m
1674	851.935 m	-1241.295 m	23934.572 m
1675	854.311 m	-1241.314 m	23946.755 m
1676	856.687 m	-1241.334 m	23958.943 m
1677	859.062 m	-1241.354 m	23971.137 m
1678	861.437 m	-1241.375 m	23983.337 m
1679	863.81 m	-1241.398 m	23995.543 m
1680	866.183 m	-1241.42 m	24007.754 m
1681	868.554 m	-1241.444 m	24019.97 m
1682	870.925 m	-1241.469 m	24032.193 m
1683	873.294 m	-1241.494 m	24044.42 m
1684	875.662 m	-1241.52 m	24056.653 m
1685	878.028 m	-1241.547 m	24068.892 m
1686	880.394 m	-1241.574 m	24081.136 m
1687	882.757 m	-1241.603 m	24093.385 m
1688	885.12 m	-1241.632 m	24105.64 m
1689	887.48 m	-1241.662 m	24117.9 m
1690	889.839 m	-1241.693 m	24130.166 m
1691	892.196 m	-1241.725 m	24142.436 m
1692	894.551 m	-1241.758 m	24154.712 m
1693	896.905 m	-1241.791 m	24166.994 m
1694	899.256 m	-1241.826 m	24179.28 m
1695	901.605 m	-1241.861 m	24191.571 m
1696	903.952 m	-1241.897 m	24203.868 m
1697	906.297 m	-1241.934 m	24216.17 m
1698	908.639 m	-1241.972 m	24228.477 m
1699	910.979 m	-1242.011 m	24240.788 m
1700	913.317 m	-1242.05 m	24253.105 m
1701	915.652 m	-1242.091 m	24265.427 m
1702	917.985 m	-1242.132 m	24277.754 m
1703	920.289 m	-1242.174 m	24289.949 m
1704	922.583 m	-1242.216 m	24302.111 m
1705	924.874 m	-1242.26 m	24314.278 m
1706	927.163 m	-1242.304 m	24326.45 m
1707	929.449 m	-1242.349 m	24338.626 m
1708	931.731 m	-1242.395 m	24350.808 m
1709	934.011 m	-1242.442 m	24362.993 m
1710	936.288 m	-1242.49 m	24375.184 m
1711	938.561 m	-1242.539 m	24387.379 m
1712	940.831 m	-1242.589 m	24399.578 m
1713	943.098 m	-1242.639 m	24411.782 m
1714	945.362 m	-1242.691 m	24423.991 m
1715	947.622 m	-1242.743 m	24436.204 m
1716	949.878 m	-1242.797 m	24448.421 m
1717	952.131 m	-1242.851 m	24460.643 m
1718	954.38 m	-1242.906 m	24472.869 m
1719	956.625 m	-1242.962 m	24485.099 m
1720	958.866 m	-1243.019 m	24497.334 m
1721	961.104 m	-1243.077 m	24509.573 m
1722	963.338 m	-1243.136 m	24521.817 m
1723	965.567 m	-1243.196 m	24534.064 m
1724	967.792 m	-1243.257 m	24546.316 m
1725	970.013 m	-1243.319 m	24558.572 m
1726	972.23 m	-1243.382 m	24570.832 m
1727	974.443 m	-1243.446 m	24583.097 m
1728	976.651 m	-1243.511 m	24595.365 m
1729	978.855 m	-1243.577 m	24607.638 m
1730	981.054 m	-1243.644 m	24619.914 m
1731	983.248 m	-1243.711 m	24632.195 m
1732	985.438 m	-1243.78 m	24644.479 m
1733	987.623 m	-1243.85 m	24656.768 m
1734	989.803 m	-1243.921 m	24669.06 m
1735	991.978 m	-1243.993 m	24681.356 m
1736	994.148 m	-1244.066 m	24693.657 m
